Identity,Link,Location,Area,Beds,Baths,Price,Accessible by Road,Balloted,Boundary Lines,Boundary Wall,Corner,Disputed,Electricity,File,Land Fertility,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Nearby Water Resources,Park Facing,Perimeter Fencing,Possesion,Security Staff,Sewerage,Sui Gas,Tube Wells,Water Supply,Distance From Airport (kms)
Residential Plot 46804040,https://www.zameen.com/Property/bahria_town_karachi_bahria_golf_city_plot_is_available_pakistan_first_ever_36_hole_pga_standard_golf_course_community-46804040-8942-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Golf City Residential Plots,500.0,0.0,0.0,6500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47179715,https://www.zameen.com/Property/bahria_town_karachi_bahria_golf_city_prime_2000_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47179715-8942-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Golf City Residential Plots,2000.0,0.0,0.0,40000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46963967,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_3_2000_sq_yard_plot_available_for_sale_in_precinct_3_bahria_town_karachi-46963967-10012-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 3 Residential Plots,2000.0,0.0,0.0,42000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47273589,https://www.zameen.com/Property/bahria_town_karachi_bahria_greens_75_square_yards_residential_plot_for_sale_in_bahria_greens_bahria_town_karachi-47273589-19066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Greens Residential Plots,75.0,0.0,0.0,1000000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0.0
Residential Plot 47295063,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-b_prime_location_bahria_town_-_precinct_15-b_residential_plot_sized_125_square_yards_is_available-47295063-10697-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-B Residential Plots,125.0,0.0,0.0,2800000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47230973,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_33_500_sq_yard_plot_available_for_sale_in_precinct_33_bahria_town_karachi-47230973-11857-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 33 Residential Plots,500.0,0.0,0.0,4000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47157839,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_8_centrally_located_prime_location_residential_plot_available_in_bahria_town_-_precinct_8_for_sale-47157839-10016-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 8 Residential Plots,56789.01234,0.0,0.0,8500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 46752456,https://www.zameen.com/Property/bahria_town_precinct_2_bahria_homes_-_iqbal_villas_best_options_for_residential_plot_is_available_for_sale_in_bahria_homes_-_iqbal_villas-46752456-9031-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 2 Residential Plots > Bahria Homes - Iqbal Villas Residential Plots,152.0,0.0,0.0,9000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47308924,https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_-_precinct_11-b_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47308924-10021-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 11 Residential Plots > Bahria Town - Precinct 11-B Residential Plots,125.0,0.0,0.0,3200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45008002,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_33_in_bahria_town_-_precinct_33_residential_plot_for_sale_sized_500_square_yards-45008002-11857-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 33 Residential Plots,500.0,0.0,0.0,4200000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46836180,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_prime_location_250_square_yards_residential_plot_for_sale_in_bahria_town_-_precinct_1_karachi-46836180-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,56789.01234,0.0,0.0,11800000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47215843,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_37_500_sq_yard_plot_available_for_sale_in_precinct_37_bahria_town_karachi-47215843-11878-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 37 Residential Plots,500.0,0.0,0.0,7000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 45007997,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_buying_a_residential_plot_in_bahria_town_-_precinct_6_karachi-45007997-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,250.0,0.0,0.0,7500000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47109165,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_12_250_sq_yds_precinct_12_plot_for_sale_in_bahria_town_karachi-47109165-10022-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots,250.0,0.0,0.0,6500000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47246727,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_28_prime_125_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47246727-10042-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 28 Residential Plots,125.0,0.0,0.0,3000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47268929,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_11_bahria_town_karachi_precinct_11b_out_class_plot_is_available-47268929-10019-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 11 Residential Plots,125.0,0.0,0.0,4700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47189530,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_looking_for_a_prime_location_residential_plot_in_bahria_town_-_precinct_32_karachi-47189530-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,272.0,0.0,0.0,3800000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47299008,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_10-b_bahria_town_karachi_125_square_yards_residential_plot_for_sale-47299008-18126-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 10-B Residential Plots,125.0,0.0,0.0,3200000.0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0.0
Residential Plot 46977853,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_14_125sq_yd_plot_at_precinct-14_jinnah_face_plots_available_for_sale_best_for_investment_purpose-46977853-10024-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 14 Residential Plots,125.0,0.0,0.0,4400000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1.0
Residential Plot 47179165,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_14_prime_125_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47179165-10024-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 14 Residential Plots,125.0,0.0,0.0,4000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47264192,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_26_gorgeous_125_square_yards_residential_plot_for_sale_available_in_bahria_town_-_precinct_26-47264192-10039-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 26 Residential Plots,125.0,0.0,0.0,3000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47242275,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_36_spacious_prime_location_residential_plot_is_available_for_sale_in_ideal_location_of_bahria_town_-_precinct_36-47242275-11877-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 36 Residential Plots,500.0,0.0,0.0,12000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47213329,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_250_sq_yard_plot_available_for_sale_in_precinct_32_bahria_town_karachi-47213329-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,250.0,0.0,0.0,3000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47264171,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_1_residential_plot_of_272_square_yards_available_for_sale_in_bahria_town_-_precinct_1-47264171-10007-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 1 Residential Plots,272.0,0.0,0.0,12000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47157833,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27_prime_location_125_square_yards_residential_plot_for_sale_available_in_bahria_town_karachi-47157833-10040-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27 Residential Plots,56789.01234,0.0,0.0,3500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47148669,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_34_ideal_location_plot_for_sale_in_bahria_town_karachi-47148669-11873-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 34 Residential Plots,250.0,0.0,0.0,4200000.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.0
Commercial Plot 47157867,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_prime_location_133_square_yards_commercial_plot_in_beautiful_location_of_bahria_town_-_ali_block_in_karachi-47157867-10023-2.html,Karachi Commercial Plots > Bahria Town Karachi Commercial Plots > Bahria Town - Precinct 12 Commercial Plots > Bahria Town - Ali Block Commercial Plots,56789.01234,0.0,0.0,26000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47301392,https://www.zameen.com/Property/bahria_town_karachi_bahria_greens_675_square_feet_residential_plot_available_for_sale_in_bahria_greens-47301392-19066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Greens Residential Plots,75.0,0.0,0.0,1200000.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
Residential Plot 47225311,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_250_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_32-47225311-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,250.0,0.0,0.0,4500000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0.0
Residential Plot 46646535,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_8_precinct_8_272sq_yds_plot_available_for_sale_at_good_location_of_bahria_town_karachi-46646535-10016-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 8 Residential Plots,272.0,0.0,0.0,9000000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1.0
Residential Plot 47203593,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_250_yard_plot_near_main_gate_in_precinct_16_available_sale-47203593-10027-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 16 Residential Plots,250.0,0.0,0.0,7000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 44190294,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27_residential_plot_of_1125_square_feet_in_bahria_town_-_precinct_27_karachi-44190294-10040-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27 Residential Plots,125.0,0.0,0.0,3600000.0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1.0
Residential Plot 40649753,https://www.zameen.com/Property/bahria_town_precinct_15_bahria_town_-_precinct_15-b_ideal_1125_square_feet_residential_plot_has_landed_on_market_in_bahria_town_-_precinct_15-b_karachi-40649753-10697-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 15 Residential Plots > Bahria Town - Precinct 15-B Residential Plots,125.0,0.0,0.0,4800000.0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0.0
Residential Plot 47315819,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_28_prime_location_125_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_28-47315819-10042-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 28 Residential Plots,125.0,0.0,0.0,3500000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47296455,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_4_500_sq_yard_plot_available_for_sale_in_precinct_4_bahria_town_karachi-47296455-10013-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 4 Residential Plots,500.0,0.0,0.0,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 46877446,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_23_125_sq_yard_plot_available_for_sale_bahria_town_karachi-46877446-10036-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 23 Residential Plots,125.0,0.0,0.0,2300000.0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0.0
Residential Plot 47089244,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_spacious_prime_location_250_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_6-47089244-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,56789.01234,0.0,0.0,8000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47189528,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_30_prime_location_in_bahria_town_-_precinct_30_residential_plot_for_sale_sized_272_square_yards-47189528-10044-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 30 Residential Plots,272.0,0.0,0.0,4800000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46778510,https://www.zameen.com/Property/karachi_bahria_town_karachi_precinct_01_plot_272_square_yards_bahria_town_karachi-46778510-8298-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots,272.0,0.0,0.0,13000000.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1.0
Residential Plot 46863900,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_4_500_sq_yards_plot_available_for_sale_in_bahria_town-46863900-10013-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 4 Residential Plots,500.0,0.0,0.0,12100000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0
Residential Plot 47246330,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_3_2000_sq_yard_plot_available_for_sale_in_precinct_3_bahria_town_karachi-47246330-10012-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 3 Residential Plots,2000.0,0.0,0.0,35000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47305221,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_250_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_32-47305221-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,250.0,0.0,0.0,4000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47230614,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_10-b_it_is_a_great_investment_option_is_125_sq_yard_plot_available_for_anyone_looking_to_invest_in_bahria_town_karachi-47230614-18126-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 10-B Residential Plots,125.0,0.0,0.0,3200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47233668,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_32_precint_32_chance_deal-47233668-11687-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 32 Residential Plots,272.0,0.0,0.0,3600000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47242803,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27_prime_location_125_square_yards_residential_plot_for_sale_in_karachi-47242803-10040-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27 Residential Plots,125.0,0.0,0.0,2400000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47089575,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_prime_location_250_square_yards_residential_plot_for_sale_in_bahria_town_karachi-47089575-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,56789.01234,0.0,0.0,8000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47178567,https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_-_ali_block_prime_272_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47178567-10023-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 12 Residential Plots > Bahria Town - Ali Block Residential Plots,272.0,0.0,0.0,8000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 46999425,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_7_1000_sq_yd_plot_for_sale-46999425-10015-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 7 Residential Plots,1000.0,0.0,0.0,21000000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46966797,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_20_golf_loop_road_westopen_with_allotment-46966797-10032-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 20 Residential Plots,513.0,0.0,0.0,6300000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 47310259,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_10-b_prime_125_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47310259-18126-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 10-B Residential Plots,125.0,0.0,0.0,4000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47279071,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_40_250_square_yards_residential_plot_up_for_sale_in_bahria_town_-_precinct_40-47279071-11874-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 40 Residential Plots,250.0,0.0,0.0,3000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47224878,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_47_250_square_yards_plot_up_for_sale_in_bahria_town_karachi_precinct_47-47224878-12066-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 47 Residential Plots,250.0,0.0,0.0,7500000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 47187853,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_54_bahria_paradise_-_precinct_54_residential_plot_sized_250_square_yards_for_sale-47187853-12073-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 54 Residential Plots,250.0,0.0,0.0,6000000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47302935,https://www.zameen.com/Property/bahria_sports_city_bahria_town_-_precinct_40_prime_272_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47302935-11874-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Sports City Residential Plots > Bahria Town - Precinct 40 Residential Plots,272.0,0.0,0.0,5000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47089248,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_27_prominently-located_prime_location_residential_plot_available_in_bahria_town_-_precinct_27_for_sale-47089248-10040-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 27 Residential Plots,56789.01234,0.0,0.0,3800000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47187395,https://www.zameen.com/Property/bahria_paradise_bahria_paradise_-_precinct_52_buying_a_residential_plot_in_bahria_paradise_-_precinct_52-47187395-12071-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Paradise Residential Plots > Bahria Paradise - Precinct 52 Residential Plots,250.0,0.0,0.0,5200000.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0
Residential Plot 46930129,https://www.zameen.com/Property/bahria_town_karachi_bahria_hills_bahria_hills500_sq_yds_plot_for_sale_in_bahria_town_karachi-46930129-13173-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Hills Residential Plots,500.0,0.0,0.0,13500000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47167622,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_23_prime_125_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47167622-10036-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 23 Residential Plots,125.0,0.0,0.0,2500000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47301465,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_26-a_prime_125_sq_yd_plot_for_sale_in_bahria_town_karachi_-_your_dream_investment_opportunity-47301465-11733-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 26-A Residential Plots,125.0,0.0,0.0,3000000.0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1.0
Residential Plot 47195175,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_9_prime_location_1000_square_yards_residential_plot_available_for_sale_in_bahria_town_-_precinct_09_karachi-47195175-10017-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 9 Residential Plots,1000.0,0.0,0.0,35000000.0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0.0
Residential Plot 46895235,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_10-b_prime_location_125_square_yards_residential_plot_for_sale_available_in_bahria_town_karachi-46895235-18126-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 10-B Residential Plots,56789.01234,0.0,0.0,3500000.0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1.0
Residential Plot 47285061,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_6_bahria_town_karachi_precinct_6_plot_out_class_location-47285061-10014-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 6 Residential Plots,250.0,0.0,0.0,8000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Residential Plot 47102878,https://www.zameen.com/Property/bahria_town_karachi_bahria_town_-_precinct_16_250sq_yd_plot_for_sale_at_precicnt-16_easy_access_to_jinnah_avenue_facing_grand_jamia_mosque-47102878-10027-2.html,Karachi Residential Plots > Bahria Town Karachi Residential Plots > Bahria Town - Precinct 16 Residential Plots,250.0,0.0,0.0,6800000.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1.0
