Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Balloted,Barbeque Area,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Day Care Centre,Dining Room,Disputed,Double Glazed Windows,Drawing Room,Electricity,Electricity Backup,Elevator or Lift,Facilities for Disabled,File,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Pet Policy,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Sewerage,Steam Room,Study Room,Sui Gas,Swimming Pool,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
Flat 46845485,https://www.zameen.com/Property/emaar_crescent_bay_emaar_reef_towers_2_bed_sale_in_reef_tower_emaar-46845485-10720-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar Crescent Bay Flats > Emaar Reef Towers Flats,244.0,3.0,4.0,75000000.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Flat 45508325,https://www.zameen.com/Property/d_h_a_dha_phase_6_faith_properties-45508325-1483-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats,133.0,3.0,3.0,15500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 44888919,https://www.zameen.com/Property/d_h_a_dha_phase_8_experience_luxury_living_at_hmr_waterfront_stunning_sea_facing1-_bed_apartment_in_saima_waterfront-44888919-1485-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats,111.0,1.0,2.0,36800000.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,2028.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
House 41454880,https://www.zameen.com/Property/d_h_a_dha_phase_4_demolished_condition_1000_yards_bungalow_for_sale-41454880-1481-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 4 Houses,1000.0,7.0,8.0,132500000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,0.0
Flat 47182280,https://www.zameen.com/Property/emaar_crescent_bay_emaar_coral_towers_emaar_coral_tower_3_bedrooms_sea_facing_apartment_sunset_sunrise_view-47182280-10721-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar Crescent Bay Flats > Emaar Coral Towers Flats,256.0,3.0,4.0,200000.0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0
House 45910051,https://www.zameen.com/Property/d_h_a_dha_phase_6_5_bedroom_study_1_year_old_drawing_dinning_lounge_servant_quarter_tile_flooring_green_garden_big_carparking-45910051-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,500.0,5.0,5.0,155000000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,2022.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0
Flat 46401550,https://www.zameen.com/Property/d_h_a_dha_phase_5_dha_country_club_fully_renovated_2_bed_d_d_lift_parking-46401550-1482-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 5 Flats,125.0,2.0,2.0,17500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 42277338,https://www.zameen.com/Property/d_h_a_dha_phase_4_1200_square_feet_flat_for_sale_in_karachi-42277338-1481-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 4 Flats,133.0,0.0,0.0,16000000.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46656794,https://www.zameen.com/Property/d_h_a_dha_phase_6_300_300_yards_bungalow_jori_available_for_sale-46656794-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,600.0,10.0,5.0,130000000.0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0
House 45028546,https://www.zameen.com/Property/d_h_a_dha_phase_8_reserve_a_centrally_located_house_of_9000_square_feet_in_dha_phase_8-45028546-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,1000.0,5.0,6.0,420000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
House 41401683,https://www.zameen.com/Property/d_h_a_dha_phase_4_300_yards_independent_2_unit_bungalow_in_prime_location_dha_phase_4_karachi-41401683-1481-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 4 Houses,300.0,6.0,6.0,70000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
House 47002155,https://www.zameen.com/Property/d_h_a_dha_phase_7_1000_yards_brand_new_artistic_bungalow_with_pool_basement_available_for_sale-47002155-1484-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 7 Houses,1000.0,6.0,6.0,290000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,2.0
House 45875243,https://www.zameen.com/Property/d_h_a_dha_phase_4_aesthetically_designed_fully_renovated_bungalow-45875243-1481-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 4 Houses,500.0,6.0,5.0,110000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0
House 21190531,https://www.zameen.com/Property/d_h_a_dha_phase_6_400_yard_phase_6_house_for_sale_near_bokhari_posh_area-21190531-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,400.0,6.0,5.0,75000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46624112,https://www.zameen.com/Property/dha_phase_5_zamzama_commercial_area_apartment_for_sale_3-bedroom_1st_floor_with_out_mezzanine_available_at_zamzama_commercial_area-46624112-8486-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 5 Flats > Zamzama Commercial Area Flats,200.0,3.0,4.0,21000000.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
House 42771034,https://www.zameen.com/Property/d_h_a_dha_phase_5_2_unit_bungalow_for_sale_in_dha_phase_5-42771034-1482-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 5 Houses,500.0,6.0,6.0,125000000.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Flat 46122621,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_centrally_located_prime_location_flat_available_in_dha_phase_7_extension_for_sale-46122621-1674-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 7 Extension Flats,111.0,2.0,3.0,13500000.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0
House 45370058,https://www.zameen.com/Property/d_h_a_dha_phase_8_brand_new_bungalow_for_sale_phase_8-45370058-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,6.0,6.0,160000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0
House 47135040,https://www.zameen.com/Property/d_h_a_dha_phase_8_bungalow_for_sale_khayaban_e_iqbal_1000_yards_3-47135040-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,1000.0,6.0,6.0,400000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0
Flat 46431955,https://www.zameen.com/Property/dha_phase_6_muslim_commercial_area_well-constructed_flat_available_for_sale_in_muslim_commercial_area-46431955-8493-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats > Muslim Commercial Area Flats,50.0,0.0,0.0,5400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46643558,https://www.zameen.com/Property/d_h_a_dha_phase_8_book_your_dream_apartment_today_saima_waterfront_at_hmr-46643558-1485-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats,294.0,3.0,4.0,70000000.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,2027.0,1.0,4.0,44.0,0.0,44.0,1.0,2.0,1.0,1.0
Flat 43936429,https://www.zameen.com/Property/dha_phase_4_10th_commercial_street_-_dha_phase_4_chance_deal_1920_sq_ft_full_floor_beautiful_apartment_2nd_floor_prime_location_dha_phase_4-43936429-8483-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 4 Flats > 10th Commercial Street - DHA Phase 4 Flats,217.0,3.0,4.0,16000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0
House 47269145,https://www.zameen.com/Property/d_h_a_dha_phase_8_100_yards_brand_new_bungalow_for_sale_at_phase_8-47269145-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,100.0,3.0,4.0,45000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0
House 45858593,https://www.zameen.com/Property/d_h_a_dha_phase_5_bungalow_for_sale_in_phase_5_dha-45858593-1482-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 5 Houses,800.0,6.0,6.0,150000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0
House 46879002,https://www.zameen.com/Property/d_h_a_dha_phase_5_dha_phase_5_fully_maintained_550_yards_bungalow_for_sale-46879002-1482-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 5 Houses,550.0,6.0,6.0,180000000.0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,2013.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0
House 45220112,https://www.zameen.com/Property/dha_defence_dha_phase_1_chance_deal_house_available_for_sale_in_dha_1-45220112-1478-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 1 Houses,600.0,3.0,3.0,85000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
House 40964492,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_outclass_like_brand_new_your_dream_house_famous_architect_2_unit_house-40964492-6677-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses > DHA Phase 8 - Zone A Houses,500.0,6.0,6.0,130000000.0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,2015.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
House 46705076,https://www.zameen.com/Property/d_h_a_dha_phase_7_dha_khe_bahria_500_yard_5_bed_2_unit_house_for_sale_on_reasonable_demand-46705076-1484-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 7 Houses,500.0,5.0,5.0,87500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45993237,https://www.zameen.com/Property/d_h_a_dha_phase_8_one_of_a_kind_custom_built_modern_villa_1000_yards_for_sale_in_phase_8_dha_karachi-45993237-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,1000.0,6.0,6.0,360000000.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,3.0,6.0,3.0,1.0
Flat 46520656,https://www.zameen.com/Property/d_h_a_dha_phase_8_idyllic_prime_location_flat_available_in_dha_phase_8_for_sale-46520656-1485-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats,128.0,2.0,2.0,46000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Flat 42364916,https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_3_bed_dd_flat_for_sale_in_bukhari_commercial_dha-42364916-6674-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats > Bukhari Commercial Area Flats,122.0,3.0,3.0,11500000.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0
House 46864822,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_dha_phase_7_ext_brand_new_100_sq_yds_for_sale_without_basement-46864822-1674-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 7 Extension Houses,100.0,5.0,6.0,36000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Flat 43878400,https://www.zameen.com/Property/dha_phase_8_emaar_panorama_1b-4_one_bedroom_apartment_full_sea_facing_higher_floor_in_panorama_tower_is_available_on_installments-43878400-17182-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar Panorama Flats,156.0,1.0,2.0,47500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,0.0,6.0,32.0,0.0,45.0,1.0,1.0,1.0,1.0
Flat 47182784,https://www.zameen.com/Property/d_h_a_dha_phase_7_3_bed_apartment_for_sale_chance_deal-47182784-1484-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 7 Flats,139.0,3.0,3.0,12500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
House 45994289,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_desigener_brand_new_bungalow_2_4_bed_lift_swimming_pool_theater_gym_full_basement-45994289-6677-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses > DHA Phase 8 - Zone A Houses,500.0,6.0,6.0,210000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0
Flat 45976723,https://www.zameen.com/Property/d_h_a_dha_phase_5_florida_homes_flat_is_available-45976723-1482-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 5 Flats,222.0,4.0,4.0,22000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,10.0,0.0,12.0,1.0,1.0,0.0,0.0
Flat 47292448,https://www.zameen.com/Property/dha_phase_8_emaar_the_views_experience_luxury_living_by_the_sea_stunning_2_bed_park_facing_apartment_in_emaar_the_views-47292448-17808-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar The Views Flats,212.0,2.0,2.0,83000000.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,2025.0,1.0,1.0,43.0,0.0,0.0,1.0,1.0,0.0,1.0
Flat 46226027,https://www.zameen.com/Property/dha_phase_8_emaar_the_views_2_bedroom_2b5_full_sea_facing_apartment_available_on_easy_installment_in_emaar_the_views_tower-46226027-17808-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar The Views Flats,197.0,2.0,3.0,80000000.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Flat 46431956,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_good_450_square_feet_flat_for_sale_in_dha_phase_7_extension-46431956-1674-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 7 Extension Flats,50.0,0.0,0.0,5200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47294944,https://www.zameen.com/Property/d_h_a_dha_phase_6_apartment_for_sale_in_phase_6_dha-47294944-1483-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats,189.0,4.0,4.0,25000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
House 47209971,https://www.zameen.com/Property/d_h_a_dha_phase_7_250yards_duplex_bungalow_in_prime_location_dha_phase_7_karachi-47209971-1484-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 7 Houses,250.0,3.0,3.0,52500000.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2008.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
Flat 47223914,https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_experience_luxury_living_by_the_sea_stunning_3_bed_park_facing_apartment_in_emaar_the_views_extra_maid_room-47223914-8503-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar Crescent Bay Flats,289.0,3.0,3.0,116000000.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,2025.0,1.0,1.0,43.0,0.0,0.0,1.0,1.0,0.0,1.0
House 47151459,https://www.zameen.com/Property/d_h_a_dha_phase_8_bungalow_for_sale-47151459-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,6.0,5.0,170000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46927267,https://www.zameen.com/Property/d_h_a_dha_phase_8_chance_deal_500_yards_fully_furnished_house_almost_like_new_in_phase_8_near_golf_club-46927267-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,4.0,5.0,130000000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2021.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
House 46599143,https://www.zameen.com/Property/d_h_a_dha_phase_6_300_yards_beautiful_bungalow_available_for_sale-46599143-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,300.0,4.0,4.0,69000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0
Flat 46506806,https://www.zameen.com/Property/d_h_a_dha_phase_6_apartment_for_sale-46506806-1483-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats,142.0,3.0,3.0,22000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46128119,https://www.zameen.com/Property/d_h_a_dha_phase_6_300_yards_duplex_bungalow_for_sale_at_a_prominent_location_in_dha_phase_6-46128119-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,300.0,4.0,5.0,72500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
